,Date,State/UnionTerritory,Cured,Deaths,Confirmed
1518,02/05/20,Goa,7,0,7
1519,02/05/20,Gujarat,735,236,4721
1520,02/05/20,Haryana,227,4,360
1521,02/05/20,Himachal Pradesh,30,1,40
1522,02/05/20,Jammu and Kashmir,247,8,639
1523,02/05/20,Jharkhand,20,3,111
1524,02/05/20,Karnataka,251,22,589
1525,02/05/20,Kerala,392,4,497
1526,02/05/20,Ladakh,17,0,22
1527,02/05/20,Madhya Pradesh,524,145,2719
1528,02/05/20,Maharashtra,1879,485,11506
1529,02/05/20,Manipur,2,0,2
1530,02/05/20,Meghalaya,0,1,12
1531,02/05/20,Mizoram,0,0,1
1532,02/05/20,Odisha,55,1,149
1533,02/05/20,Puducherry,5,0,8
1534,02/05/20,Punjab,90,19,480
1535,02/05/20,Rajasthan,1116,62,2666
1536,02/05/20,Tamil Nadu,1312,28,2526
1537,02/05/20,Telangana,441,26,1039
1538,02/05/20,Tripura,2,0,2
1539,02/05/20,Uttarakhand,36,0,58
1540,02/05/20,Uttar Pradesh,654,42,2328
1541,02/05/20,West Bengal,139,33,795
1542,03/05/20,Andaman and Nicobar Islands,17,0,33
1543,03/05/20,Andhra Pradesh,488,33,1583
1544,03/05/20,Arunachal Pradesh,1,0,1
1545,03/05/20,Assam,32,1,43
1546,03/05/20,Bihar,117,4,482
1547,03/05/20,Chandigarh,19,0,94
1548,03/05/20,Chhattisgarh,36,0,43
1549,03/05/20,Delhi,1256,64,4122
1550,03/05/20,Goa,7,0,7
1551,03/05/20,Gujarat,896,262,5055
1552,03/05/20,Haryana,227,4,394
1553,03/05/20,Himachal Pradesh,33,1,40
1554,03/05/20,Jammu and Kashmir,254,8,666
1555,03/05/20,Jharkhand,22,3,115
1556,03/05/20,Karnataka,282,25,606
1557,03/05/20,Kerala,400,4,500
1558,03/05/20,Ladakh,17,0,40
1559,03/05/20,Madhya Pradesh,798,156,2846
1560,03/05/20,Maharashtra,2000,521,12296
1561,03/05/20,Manipur,2,0,2
1562,03/05/20,Meghalaya,0,1,12
1563,03/05/20,Mizoram,0,0,1
1564,03/05/20,Odisha,56,1,160
1565,03/05/20,Puducherry,5,0,8
1566,03/05/20,Punjab,112,20,772
1567,03/05/20,Rajasthan,1121,65,2772
1568,03/05/20,Tamil Nadu,1341,29,2757
1569,03/05/20,Telangana,458,28,1063
1570,03/05/20,Tripura,2,0,4
1571,03/05/20,Uttarakhand,39,0,59
1572,03/05/20,Uttar Pradesh,698,43,2626
1573,03/05/20,West Bengal,151,33,922
1574,04/05/20,Andaman and Nicobar Islands,32,0,33
1575,04/05/20,Andhra Pradesh,524,36,1650
1576,04/05/20,Arunachal Pradesh,1,0,1
1577,04/05/20,Assam,32,1,43
1578,04/05/20,Bihar,125,4,517
1579,04/05/20,Chandigarh,19,0,94
1580,04/05/20,Chhattisgarh,36,0,57
1581,04/05/20,Delhi,1362,64,4549
1582,04/05/20,Goa,7,0,7
1583,04/05/20,Gujarat,1042,290,5428
1584,04/05/20,Haryana,245,5,442
1585,04/05/20,Himachal Pradesh,34,1,40
1586,04/05/20,Jammu and Kashmir,287,8,701
1587,04/05/20,Jharkhand,22,3,115
1588,04/05/20,Karnataka,304,26,642
1589,04/05/20,Kerala,401,4,500
1590,04/05/20,Ladakh,17,0,41
1591,04/05/20,Madhya Pradesh,798,165,2942
1592,04/05/20,Maharashtra,2115,548,12974
1593,04/05/20,Manipur,2,0,2
1594,04/05/20,Meghalaya,0,1,12
1595,04/05/20,Mizoram,0,0,1
1596,04/05/20,Odisha,60,1,163
1597,04/05/20,Puducherry,5,0,8
1598,04/05/20,Punjab,117,21,1102
1599,04/05/20,Rajasthan,1356,71,2886
1600,04/05/20,Tamil Nadu,1379,30,3023
1601,04/05/20,Telangana,490,29,1082
1602,04/05/20,Tripura,2,0,16
1603,04/05/20,Uttarakhand,39,1,60
1604,04/05/20,Uttar Pradesh,758,45,2742
1605,04/05/20,West Bengal,151,35,963
1606,05/05/20,Andaman and Nicobar Islands,32,0,33
1607,05/05/20,Andhra Pradesh,589,36,1717
1608,05/05/20,Arunachal Pradesh,1,0,1
1609,05/05/20,Assam,32,1,43
1610,05/05/20,Bihar,130,4,529
1611,05/05/20,Chandigarh,21,1,102
1612,05/05/20,Chhattisgarh,36,0,58
1613,05/05/20,Delhi,1431,64,4898
1614,05/05/20,Goa,7,0,7
1615,05/05/20,Gujarat,1195,319,5804
1616,05/05/20,Haryana,254,6,517
1617,05/05/20,Himachal Pradesh,38,1,41
1618,05/05/20,Jammu and Kashmir,303,8,726
1619,05/05/20,Jharkhand,27,3,115
1620,05/05/20,Karnataka,324,28,659
1621,05/05/20,Kerala,462,4,500
1622,05/05/20,Ladakh,17,0,41
1623,05/05/20,Madhya Pradesh,1000,176,3049
1624,05/05/20,Maharashtra,2465,583,14541
1625,05/05/20,Manipur,2,0,2
1626,05/05/20,Meghalaya,10,1,12
1627,05/05/20,Mizoram,0,0,1
1628,05/05/20,Odisha,60,1,170
1629,05/05/20,Puducherry,6,0,9
1630,05/05/20,Punjab,128,23,1233
1631,05/05/20,Rajasthan,1394,77,3061
1632,05/05/20,Tamil Nadu,1409,31,3550
1633,05/05/20,Telangana,585,29,1085
1634,05/05/20,Tripura,2,0,29
1635,05/05/20,Uttarakhand,39,1,60
1636,05/05/20,Uttar Pradesh,944,53,2859
1637,05/05/20,West Bengal,218,133,1259
1638,06/05/20,Andaman and Nicobar Islands,32,0,33
1639,06/05/20,Andhra Pradesh,589,36,1717
1640,06/05/20,Arunachal Pradesh,1,0,1
1641,06/05/20,Assam,32,1,43
1642,06/05/20,Bihar,142,4,536
1643,06/05/20,Chandigarh,21,1,111
1644,06/05/20,Chhattisgarh,36,0,59
1645,06/05/20,Dadar Nagar Haveli,0,0,1
1646,06/05/20,Delhi,1468,64,5104
1647,06/05/20,Goa,7,0,7
1648,06/05/20,Gujarat,1381,368,6245
1649,06/05/20,Haryana,256,6,548
1650,06/05/20,Himachal Pradesh,38,2,42
1651,06/05/20,Jammu and Kashmir,320,8,741
1652,06/05/20,Jharkhand,33,3,125
1653,06/05/20,Karnataka,331,29,671
1654,06/05/20,Kerala,462,4,502
1655,06/05/20,Ladakh,17,0,41
1656,06/05/20,Madhya Pradesh,1000,176,3049
1657,06/05/20,Maharashtra,2819,617,15525
1658,06/05/20,Manipur,2,0,2
1659,06/05/20,Meghalaya,10,1,12
1660,06/05/20,Mizoram,0,0,1
1661,06/05/20,Odisha,60,1,175
1662,06/05/20,Puducherry,6,0,9
1663,06/05/20,Punjab,133,25,1451
1664,06/05/20,Rajasthan,1525,89,3158
1665,06/05/20,Tamil Nadu,1485,33,4058
1666,06/05/20,Telangana,585,29,1096
1667,06/05/20,Tripura,2,0,43
1668,06/05/20,Uttarakhand,39,1,61
1669,06/05/20,Uttar Pradesh,987,56,2880
1670,06/05/20,West Bengal,364,140,1344
1671,07/05/20,Andaman and Nicobar Islands,32,0,33
1672,07/05/20,Andhra Pradesh,729,36,1777
1673,07/05/20,Arunachal Pradesh,1,0,1
1674,07/05/20,Assam,32,1,45
1675,07/05/20,Bihar,188,4,542
1676,07/05/20,Chandigarh,21,1,120
1677,07/05/20,Chhattisgarh,36,0,59
1678,07/05/20,Dadar Nagar Haveli,0,0,1
1679,07/05/20,Delhi,1542,65,5532
1680,07/05/20,Goa,7,0,7
1681,07/05/20,Gujarat,1500,396,6625
1682,07/05/20,Haryana,260,7,594
1683,07/05/20,Himachal Pradesh,38,2,45
1684,07/05/20,Jammu and Kashmir,322,8,775
1685,07/05/20,Jharkhand,37,3,127
1686,07/05/20,Karnataka,354,29,693
1687,07/05/20,Kerala,469,4,503
1688,07/05/20,Ladakh,17,0,41
1689,07/05/20,Madhya Pradesh,1099,185,3138
1690,07/05/20,Maharashtra,3094,651,16758
1691,07/05/20,Manipur,2,0,2
1692,07/05/20,Meghalaya,10,1,12
1693,07/05/20,Mizoram,0,0,1
1694,07/05/20,Odisha,61,2,185
1695,07/05/20,Puducherry,6,0,9
1696,07/05/20,Punjab,135,27,1516
1697,07/05/20,Rajasthan,1596,92,3317
1698,07/05/20,Tamil Nadu,1516,35,4829
1699,07/05/20,Telangana,628,29,1107
1700,07/05/20,Tripura,2,0,43
1701,07/05/20,Uttarakhand,39,1,61
1702,07/05/20,Uttar Pradesh,1130,60,2998
1703,07/05/20,West Bengal,364,144,1456
1704,08/05/20,Andaman and Nicobar Islands,33,0,33
1705,08/05/20,Andhra Pradesh,780,38,1847
1706,08/05/20,Arunachal Pradesh,1,0,1
1707,08/05/20,Assam,34,1,54
1708,08/05/20,Bihar,246,5,550
1709,08/05/20,Chandigarh,21,1,135
1710,08/05/20,Chhattisgarh,38,0,59
1711,08/05/20,Dadar Nagar Haveli,0,0,1
1712,08/05/20,Delhi,1931,66,5980
1713,08/05/20,Goa,7,0,7
1714,08/05/20,Gujarat,1709,425,7012
1715,08/05/20,Haryana,260,7,625
1716,08/05/20,Himachal Pradesh,38,2,46
1717,08/05/20,Jammu and Kashmir,335,9,793
1718,08/05/20,Jharkhand,41,3,132
1719,08/05/20,Karnataka,366,30,705
1720,08/05/20,Kerala,474,4,503
1721,08/05/20,Ladakh,17,0,42
1722,08/05/20,Madhya Pradesh,1231,193,3252
1723,08/05/20,Maharashtra,3301,694,17974
1724,08/05/20,Manipur,2,0,2
1725,08/05/20,Meghalaya,10,1,12
1726,08/05/20,Mizoram,0,0,1
1727,08/05/20,Odisha,62,2,219
1728,08/05/20,Puducherry,6,0,9
1729,08/05/20,Punjab,149,28,1644
1730,08/05/20,Rajasthan,1596,97,3427
1731,08/05/20,Tamil Nadu,1547,37,5409
1732,08/05/20,Telangana,650,29,1123
1733,08/05/20,Tripura,2,0,65
1734,08/05/20,Uttarakhand,39,1,61
1735,08/05/20,Uttar Pradesh,1250,62,3071
1736,08/05/20,West Bengal,364,151,1548
1737,09/05/20,Andaman and Nicobar Islands,33,0,33
1738,09/05/20,Andhra Pradesh,842,41,1887
1739,09/05/20,Arunachal Pradesh,1,0,1
1740,09/05/20,Assam,34,1,59
1741,09/05/20,Bihar,297,5,571
1742,09/05/20,Chandigarh,21,1,150
1743,09/05/20,Chhattisgarh,38,0,59
1744,09/05/20,Dadar Nagar Haveli,0,0,1
1745,09/05/20,Delhi,2020,68,6318
1746,09/05/20,Goa,7,0,7
1747,09/05/20,Gujarat,1872,449,7402
1748,09/05/20,Haryana,279,8,647
1749,09/05/20,Himachal Pradesh,38,2,50
1750,09/05/20,Jammu and Kashmir,364,9,823
1751,09/05/20,Jharkhand,52,3,132
1752,09/05/20,Karnataka,376,30,753
1753,09/05/20,Kerala,484,4,503
1754,09/05/20,Ladakh,17,0,42
1755,09/05/20,Madhya Pradesh,1349,200,3341
1756,09/05/20,Maharashtra,3470,731,19063
1757,09/05/20,Manipur,2,0,2
1758,09/05/20,Meghalaya,10,1,12
1759,09/05/20,Mizoram,0,0,1
1760,09/05/20,Odisha,63,2,271
1761,09/05/20,Puducherry,6,0,9
1762,09/05/20,Punjab,152,29,1731
1763,09/05/20,Rajasthan,1916,101,3579
1764,09/05/20,Tamil Nadu,1605,40,6009
1765,09/05/20,Telangana,700,29,1133
1766,09/05/20,Tripura,2,0,118
1767,09/05/20,Uttarakhand,46,1,63
1768,09/05/20,Uttar Pradesh,1387,66,3214
1769,09/05/20,West Bengal,364,160,1678
1770,10/05/20,Andaman and Nicobar Islands,33,0,33
1771,10/05/20,Andhra Pradesh,887,44,1930
1772,10/05/20,Arunachal Pradesh,1,0,1
1773,10/05/20,Assam,34,2,63
1774,10/05/20,Bihar,322,5,591
1775,10/05/20,Chandigarh,24,2,169
1776,10/05/20,Chhattisgarh,43,0,59
1777,10/05/20,Dadar Nagar Haveli,0,0,1
1778,10/05/20,Delhi,2020,73,6542
1779,10/05/20,Goa,7,0,7
1780,10/05/20,Gujarat,2091,472,7796
1781,10/05/20,Haryana,290,9,675
1782,10/05/20,Himachal Pradesh,38,2,50
1783,10/05/20,Jammu and Kashmir,368,9,836
1784,10/05/20,Jharkhand,78,3,156
1785,10/05/20,Karnataka,386,30,794
1786,10/05/20,Kerala,485,4,505
1787,10/05/20,Ladakh,17,0,42
1788,10/05/20,Madhya Pradesh,1676,215,3614
1789,10/05/20,Maharashtra,3800,779,20228
1790,10/05/20,Manipur,2,0,2
1791,10/05/20,Meghalaya,10,1,13
1792,10/05/20,Mizoram,1,0,1
1793,10/05/20,Odisha,63,2,294
1794,10/05/20,Puducherry,6,0,9
1795,10/05/20,Punjab,157,31,1762
1796,10/05/20,Rajasthan,2026,106,3708
1797,10/05/20,Tamil Nadu,1824,44,6535
1798,10/05/20,Telangana,750,30,1163
1799,10/05/20,Tripura,2,0,134
1800,10/05/20,Uttarakhand,46,1,67
1801,10/05/20,Uttar Pradesh,1499,74,3373
1802,10/05/20,West Bengal,372,171,1786
1803,11/05/20,Andaman and Nicobar Islands,33,0,33
1804,11/05/20,Andhra Pradesh,925,45,1980
1805,11/05/20,Arunachal Pradesh,1,0,1
1806,11/05/20,Assam,34,2,63
1807,11/05/20,Bihar,365,6,696
1808,11/05/20,Chandigarh,24,2,169
1809,11/05/20,Chhattisgarh,49,0,59
1810,11/05/20,Dadar Nagar Haveli,0,0,1
1811,11/05/20,Delhi,2069,73,6923
1812,11/05/20,Goa,7,0,7
1813,11/05/20,Gujarat,2545,493,8194
1814,11/05/20,Haryana,300,10,703
1815,11/05/20,Himachal Pradesh,39,2,55
1816,11/05/20,Jammu and Kashmir,383,9,861
1817,11/05/20,Jharkhand,78,3,157
1818,11/05/20,Karnataka,424,31,848
1819,11/05/20,Kerala,489,4,512
1820,11/05/20,Ladakh,21,0,42
1821,11/05/20,Madhya Pradesh,1676,215,3614
1822,11/05/20,Maharashtra,4199,832,22171
1823,11/05/20,Manipur,2,0,2
1824,11/05/20,Meghalaya,10,1,13
1825,11/05/20,Mizoram,1,0,1
1826,11/05/20,Odisha,68,3,377
1827,11/05/20,Puducherry,6,0,9
1828,11/05/20,Punjab,166,31,1823
1829,11/05/20,Rajasthan,2176,107,3814
1830,11/05/20,Tamil Nadu,1959,47,7204
1831,11/05/20,Telangana,750,30,1196
1832,11/05/20,Tripura,2,0,150
1833,11/05/20,Uttarakhand,46,1,68
1834,11/05/20,Uttar Pradesh,1653,74,3467
1835,11/05/20,West Bengal,417,185,1939
1836,12/05/20,Andaman and Nicobar Islands,33,0,33
1837,12/05/20,Andhra Pradesh,975,45,2018
1838,12/05/20,Arunachal Pradesh,1,0,1
1839,12/05/20,Assam,34,2,65
1840,12/05/20,Bihar,377,6,747
1841,12/05/20,Chandigarh,24,2,174
1842,12/05/20,Chhattisgarh,53,0,59
1843,12/05/20,Dadar Nagar Haveli,0,0,1
1844,12/05/20,Delhi,2129,73,7233
1845,12/05/20,Goa,7,0,7
1846,12/05/20,Gujarat,2780,513,8541
1847,12/05/20,Haryana,337,11,730
1848,12/05/20,Himachal Pradesh,39,2,59
1849,12/05/20,Jammu and Kashmir,427,10,879
1850,12/05/20,Jharkhand,78,3,160
1851,12/05/20,Karnataka,426,31,862
1852,12/05/20,Kerala,489,4,519
1853,12/05/20,Ladakh,21,0,42
1854,12/05/20,Madhya Pradesh,1747,221,3785
1855,12/05/20,Maharashtra,4786,868,23401
1856,12/05/20,Manipur,2,0,2
1857,12/05/20,Meghalaya,10,1,13
1858,12/05/20,Mizoram,1,0,1
1859,12/05/20,Odisha,85,3,414
1860,12/05/20,Puducherry,6,0,12
1861,12/05/20,Punjab,168,31,1877
1862,12/05/20,Rajasthan,2264,113,3988
1863,12/05/20,Tamil Nadu,2051,53,8002
1864,12/05/20,Telangana,800,30,1275
1865,12/05/20,Tripura,2,0,152
1866,12/05/20,Uttarakhand,46,1,68
1867,12/05/20,Uttar Pradesh,1758,80,3573
1868,12/05/20,West Bengal,499,190,2063
1869,13/05/20,Andaman and Nicobar Islands,33,0,33
1870,13/05/20,Andhra Pradesh,1056,46,2090
1871,13/05/20,Arunachal Pradesh,1,0,1
1872,13/05/20,Assam,39,2,65
1873,13/05/20,Bihar,383,6,831
1874,13/05/20,Chandigarh,28,3,187
1875,13/05/20,Chhattisgarh,54,0,59
1876,13/05/20,Dadar Nagar Haveli,0,0,1
1877,13/05/20,Delhi,2512,86,7639
1878,13/05/20,Goa,7,0,7
1879,13/05/20,Gujarat,3246,537,8903
1880,13/05/20,Haryana,342,11,780
1881,13/05/20,Himachal Pradesh,39,2,65
1882,13/05/20,Jammu and Kashmir,455,10,934
1883,13/05/20,Jharkhand,79,3,172
1884,13/05/20,Karnataka,433,31,925
1885,13/05/20,Kerala,489,4,524
1886,13/05/20,Ladakh,21,0,42
1887,13/05/20,Madhya Pradesh,1860,225,3986
1888,13/05/20,Maharashtra,5125,921,24427
1889,13/05/20,Manipur,2,0,2
1890,13/05/20,Meghalaya,10,1,13
1891,13/05/20,Mizoram,1,0,1
1892,13/05/20,Odisha,116,3,437
1893,13/05/20,Puducherry,9,1,13
1894,13/05/20,Punjab,171,32,1914
1895,13/05/20,Rajasthan,2378,117,4126
1896,13/05/20,Tamil Nadu,2134,61,8718
1897,13/05/20,Telangana,830,32,1326
1898,13/05/20,Tripura,2,0,154
1899,13/05/20,Uttarakhand,46,1,69
1900,13/05/20,Uttar Pradesh,1873,82,3664
1901,13/05/20,West Bengal,612,198,2173
1902,14/05/20,Andaman and Nicobar Islands,33,0,33
1903,14/05/20,Andhra Pradesh,1142,47,2137
1904,14/05/20,Arunachal Pradesh,1,0,1
1905,14/05/20,Assam,39,2,80
1906,14/05/20,Bihar,388,7,940
1907,14/05/20,Chandigarh,28,3,187
1908,14/05/20,Chhattisgarh,55,0,59
1909,14/05/20,Dadar Nagar Haveli,0,0,1
1910,14/05/20,Delhi,2858,106,7998
1911,14/05/20,Goa,7,0,7
1912,14/05/20,Gujarat,3562,566,9267
1913,14/05/20,Haryana,418,11,793
1914,14/05/20,Himachal Pradesh,39,2,66
1915,14/05/20,Jammu and Kashmir,466,11,971
1916,14/05/20,Jharkhand,79,3,173
1917,14/05/20,Karnataka,451,33,959
1918,14/05/20,Kerala,490,4,534
1919,14/05/20,Ladakh,22,0,43
1920,14/05/20,Madhya Pradesh,2004,232,4173
1921,14/05/20,Maharashtra,5547,975,25922
1922,14/05/20,Manipur,2,0,2
1923,14/05/20,Meghalaya,10,1,13
1924,14/05/20,Mizoram,1,0,1
1925,14/05/20,Odisha,143,3,538
1926,14/05/20,Puducherry,9,1,13
1927,14/05/20,Punjab,200,32,1924
1928,14/05/20,Rajasthan,2459,121,4328
1929,14/05/20,Tamil Nadu,2176,64,9227
1930,14/05/20,Telangana,940,34,1367
1931,14/05/20,Tripura,16,0,155
1932,14/05/20,Uttarakhand,46,1,72
1933,14/05/20,Uttar Pradesh,1902,83,3729
1934,14/05/20,West Bengal,702,207,2290
1935,15/05/20,Andaman and Nicobar Islands,33,0,33
1936,15/05/20,Andhra Pradesh,1192,48,2205
1937,15/05/20,Arunachal Pradesh,1,0,1
1938,15/05/20,Assam,39,2,87
1939,15/05/20,Bihar,411,7,994
1940,15/05/20,Chandigarh,37,3,191
1941,15/05/20,Chhattisgarh,56,0,60
1942,15/05/20,Dadar Nagar Haveli,0,0,1
1943,15/05/20,Delhi,3045,115,8470
1944,15/05/20,Goa,7,0,14
1945,15/05/20,Gujarat,3753,586,9591
1946,15/05/20,Haryana,439,11,818
1947,15/05/20,Himachal Pradesh,39,2,74
1948,15/05/20,Jammu and Kashmir,485,11,983
1949,15/05/20,Jharkhand,87,3,197
1950,15/05/20,Karnataka,460,35,987
1951,15/05/20,Kerala,491,4,560
1952,15/05/20,Ladakh,22,0,43
1953,15/05/20,Madhya Pradesh,2171,237,4426
1954,15/05/20,Maharashtra,6059,1019,27524
1955,15/05/20,Manipur,2,0,3
1956,15/05/20,Meghalaya,11,1,13
1957,15/05/20,Mizoram,1,0,1
1958,15/05/20,Odisha,158,3,611
1959,15/05/20,Puducherry,9,1,13
1960,15/05/20,Punjab,223,32,1935
1961,15/05/20,Rajasthan,2580,125,4534
1962,15/05/20,Tamil Nadu,2240,66,9674
1963,15/05/20,Telangana,950,34,1414
1964,15/05/20,Tripura,29,0,156
1965,15/05/20,Uttarakhand,50,1,78
1966,15/05/20,Uttar Pradesh,2072,88,3902
1967,15/05/20,West Bengal,768,215,2377
1968,16/05/20,Andaman and Nicobar Islands,33,0,33
1969,16/05/20,Andhra Pradesh,1252,48,2307
1970,16/05/20,Arunachal Pradesh,1,0,1
1971,16/05/20,Assam,41,2,90
1972,16/05/20,Bihar,438,7,1018
1973,16/05/20,Chandigarh,37,3,191
1974,16/05/20,Chhattisgarh,56,0,66
1975,16/05/20,Dadar Nagar Haveli,0,0,1
1976,16/05/20,Delhi,3518,123,8895
1977,16/05/20,Goa,7,0,15
1978,16/05/20,Gujarat,4035,606,9931
1979,16/05/20,Haryana,439,11,818
1980,16/05/20,Himachal Pradesh,39,3,76
1981,16/05/20,Jammu and Kashmir,513,11,1013
1982,16/05/20,Jharkhand,87,3,203
1983,16/05/20,Karnataka,480,36,1056
1984,16/05/20,Kerala,492,4,576
1985,16/05/20,Ladakh,22,0,43
1986,16/05/20,Madhya Pradesh,2283,239,4595
1987,16/05/20,Maharashtra,6564,1068,29100
1988,16/05/20,Manipur,2,0,3
1989,16/05/20,Meghalaya,11,1,13
1990,16/05/20,Mizoram,1,0,1
1991,16/05/20,Odisha,166,3,672
1992,16/05/20,Puducherry,9,1,13
1993,16/05/20,Punjab,305,32,1935
1994,16/05/20,Rajasthan,2677,125,4727
1995,16/05/20,Tamil Nadu,2599,71,10108
1996,16/05/20,Telangana,959,34,1454
1997,16/05/20,Tripura,42,0,156
1998,16/05/20,Uttarakhand,51,1,82
1999,16/05/20,Uttar Pradesh,2165,95,4057
2000,16/05/20,West Bengal,829,225,2461
2001,17/05/20,Andaman and Nicobar Islands,33,0,33
2002,17/05/20,Andhra Pradesh,1353,49,2355
2003,17/05/20,Arunachal Pradesh,1,0,1
2004,17/05/20,Assam,41,2,92
2005,17/05/20,Bihar,453,7,1179
2006,17/05/20,Chandigarh,51,3,191
2007,17/05/20,Chhattisgarh,56,0,67
2008,17/05/20,Dadar Nagar Haveli,0,0,1
2009,17/05/20,Delhi,3926,129,9333
2010,17/05/20,Goa,7,0,17
2011,17/05/20,Gujarat,4308,625,10988
2012,17/05/20,Haryana,514,13,887
2013,17/05/20,Himachal Pradesh,43,3,78
2014,17/05/20,Jammu and Kashmir,542,12,1121
2015,17/05/20,Jharkhand,113,3,217
2016,17/05/20,Karnataka,496,36,1092
2017,17/05/20,Kerala,495,4,587
2018,17/05/20,Ladakh,22,0,43
2019,17/05/20,Madhya Pradesh,2315,243,4789
2020,17/05/20,Maharashtra,7088,1135,30706
2021,17/05/20,Manipur,2,0,7
2022,17/05/20,Meghalaya,11,1,13
2023,17/05/20,Mizoram,1,0,1
2024,17/05/20,Odisha,196,3,737
2025,17/05/20,Puducherry,9,1,13
2026,17/05/20,Punjab,1257,32,1946
2027,17/05/20,Rajasthan,2839,126,4960
2028,17/05/20,Tamil Nadu,3538,74,10585
2029,17/05/20,Telangana,971,34,1509
2030,17/05/20,Tripura,64,0,167
2031,17/05/20,Uttarakhand,51,1,88
2032,17/05/20,Uttar Pradesh,2441,104,4258
2033,17/05/20,West Bengal,872,232,2576
2034,18/05/20,Andaman and Nicobar Islands,33,0,33
2035,18/05/20,Andhra Pradesh,1456,50,2407
2036,18/05/20,Arunachal Pradesh,1,0,1
2037,18/05/20,Assam,41,2,101
2038,18/05/20,Bihar,475,8,1262
2039,18/05/20,Chandigarh,51,3,191
2040,18/05/20,Chhattisgarh,59,0,86
2041,18/05/20,Dadar Nagar Haveli,0,0,1
2042,18/05/20,Delhi,4485,160,10054
2043,18/05/20,Goa,7,0,29
2044,18/05/20,Gujarat,4499,659,11379
2045,18/05/20,Haryana,562,14,910
2046,18/05/20,Himachal Pradesh,44,3,80
2047,18/05/20,Jammu and Kashmir,575,13,1183
2048,18/05/20,Jharkhand,113,3,223
2049,18/05/20,Karnataka,509,37,1147
2050,18/05/20,Kerala,497,4,601
2051,18/05/20,Ladakh,24,0,43
2052,18/05/20,Madhya Pradesh,2403,248,4977
2053,18/05/20,Maharashtra,7688,1198,33053
2054,18/05/20,Manipur,2,0,7
2055,18/05/20,Meghalaya,11,1,13
2056,18/05/20,Mizoram,1,0,1
2057,18/05/20,Odisha,220,4,828
2058,18/05/20,Puducherry,9,1,13
2059,18/05/20,Punjab,1366,35,1964
2060,18/05/20,Rajasthan,2992,131,5202
2061,18/05/20,Tamil Nadu,4172,78,11224
2062,18/05/20,Telangana,992,34,1551
2063,18/05/20,Tripura,85,0,167
2064,18/05/20,Uttarakhand,52,1,92
2065,18/05/20,Uttar Pradesh,2441,104,4259
2066,18/05/20,West Bengal,959,238,2677
2067,19/05/20,Andaman and Nicobar Islands,33,0,33
2068,19/05/20,Andhra Pradesh,1552,50,2474
2069,19/05/20,Arunachal Pradesh,1,0,1
2070,19/05/20,Assam,41,2,107
2071,19/05/20,Bihar,494,9,1391
2072,19/05/20,Chandigarh,54,3,196
2073,19/05/20,Chhattisgarh,59,0,93
2074,19/05/20,Dadar Nagar Haveli,0,0,1
2075,19/05/20,Delhi,4485,168,10054
2076,19/05/20,Goa,7,0,38
2077,19/05/20,Gujarat,4804,694,11745
2078,19/05/20,Haryana,598,14,928
2079,19/05/20,Himachal Pradesh,44,3,90
2080,19/05/20,Jammu and Kashmir,609,15,1289
2081,19/05/20,Jharkhand,113,3,223
2082,19/05/20,Karnataka,530,37,1246
2083,19/05/20,Kerala,497,4,630
2084,19/05/20,Ladakh,41,0,43
2085,19/05/20,Madhya Pradesh,2435,252,5236
2086,19/05/20,Maharashtra,8437,1249,35058
2087,19/05/20,Manipur,2,0,7
2088,19/05/20,Meghalaya,11,1,13
2089,19/05/20,Mizoram,1,0,1
2090,19/05/20,Odisha,220,4,876
2091,19/05/20,Puducherry,9,1,18
2092,19/05/20,Punjab,1547,37,1980
2093,19/05/20,Rajasthan,3218,138,5507
2094,19/05/20,Tamil Nadu,4406,81,11760
2095,19/05/20,Telangana,1000,35,1597
2096,19/05/20,Tripura,85,0,167
2097,19/05/20,Uttarakhand,52,1,93
2098,19/05/20,Uttar Pradesh,2783,118,4605
2099,19/05/20,West Bengal,1006,244,2825
2100,20/05/20,Andaman and Nicobar Islands,33,0,33
2101,20/05/20,Andhra Pradesh,1621,52,2532
2102,20/05/20,Arunachal Pradesh,1,0,1
2103,20/05/20,Assam,41,4,142
2104,20/05/20,Bihar,534,9,1498
2105,20/05/20,Chandigarh,57,3,200
2106,20/05/20,Chhattisgarh,59,0,101
2107,20/05/20,Dadar Nagar Haveli,0,0,1
2108,20/05/20,Delhi,4750,168,10554
2109,20/05/20,Goa,7,0,46
2110,20/05/20,Gujarat,5043,719,12140
2111,20/05/20,Haryana,627,14,964
2112,20/05/20,Himachal Pradesh,47,3,92
2113,20/05/20,Jammu and Kashmir,653,17,1317
2114,20/05/20,Jharkhand,127,3,231
2115,20/05/20,Karnataka,544,40,1397
2116,20/05/20,Kerala,497,4,642
2117,20/05/20,Ladakh,43,0,43
2118,20/05/20,Madhya Pradesh,2630,258,5465
2119,20/05/20,Maharashtra,9639,1325,37136
2120,20/05/20,Manipur,2,0,9
2121,20/05/20,Meghalaya,12,1,13
2122,20/05/20,Mizoram,1,0,1
2123,20/05/20,Odisha,277,5,978
2124,20/05/20,Puducherry,9,1,18
2125,20/05/20,Punjab,1642,38,2002
2126,20/05/20,Rajasthan,3337,143,5845
2127,20/05/20,Tamil Nadu,4895,84,12448
2128,20/05/20,Telangana,1010,38,1634
2129,20/05/20,Tripura,116,0,173
2130,20/05/20,Uttarakhand,52,1,111
